DATE,DAYOFWEEK,SEASON,HOLIDAYPROX,HOLIDAYMETRIC,HOLIDAYNAME,MAXTEMP,MINTEMP,MEANTEMP,INSESSION,INWEIGHTED,INMAREKETS,INDRIVEWT,INCALIFORNIA,INWASHINGTONDC,INCENTRALFL,INDRIVE,INFLORIDA,INMARDIGRAS,INMIDWEST,INNYNJ,INNYNJPA,INNEWENGLAND,INJERSEY,INNORTHWEST,INSOUTHWEST
11/12/13,Tuesday,FALL,2,1,,79.09,64.71,71.9,95%,96%,98%,97%,99%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
11/13/13,Wednesday,FALL,3,0,,68.14,55.98,62.06,96%,99%,99%,99%,99%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
11/14/13,Thursday,FALL,4,0,,74.76,54.25,64.51,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/15/13,Friday,FALL,5,0,,75.37,61.46,68.42,93%,94%,97%,95%,99%,86%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/16/13,Saturday,FALL,6,0,,74.88,67.97,71.43,93%,94%,97%,95%,99%,86%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/17/13,Sunday,FALL,7,0,,84.83,68.2,76.52,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/18/13,Monday,FALL,8,0,,83.54,68.95,76.25,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/19/13,Tuesday,FALL,9,0,,78.38,66.14,72.26,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/20/13,Wednesday,FALL,9,0,,80.8,65.87,73.34,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/21/13,Thursday,FALL,8,0,,77.87,70.67,74.27,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/22/13,Friday,THANKSGIVING,7,0,,79.7,69.04,74.37,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/23/13,Saturday,THANKSGIVING,6,0,,82.56,65.34,73.95,95%,99%,99%,99%,99%,100%,100%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%
11/24/13,Sunday,THANKSGIVING,5,0,,70.15,62.24,66.2,64%,65%,42%,59%,13%,86%,26%,52%,62%,57%,93%,100%,100%,100%,100%,40%,100%
11/25/13,Monday,THANKSGIVING,4,0,,73.19,62.84,68.02,64%,65%,42%,59%,13%,86%,26%,52%,62%,57%,93%,100%,100%,100%,100%,40%,100%
11/26/13,Tuesday,THANKSGIVING,3,5,,81.65,66.56,74.11,63%,64%,40%,58%,13%,86%,21%,50%,60%,53%,93%,100%,100%,100%,100%,40%,100%
11/27/13,Wednesday,THANKSGIVING,2,5,,74.14,45,59.57,22%,29%,12%,23%,9%,52%,0%,14%,20%,7%,12%,97%,97%,64%,0%,40%,53%
11/28/13,Thursday,THANKSGIVING,0,0,Hanukkah,64.61,39,51.81,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11/29/13,Friday,THANKSGIVING,2,5,,71.18,51.84,61.51,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11/30/13,Saturday,THANKSGIVING,3,5,,75.62,57.61,66.62,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/1/13,Sunday,THANKSGIVING,4,5,,72.46,62.2,67.33,94%,98%,98%,98%,98%,100%,100%,94%,92%,100%,100%,100%,100%,100%,100%,100%,100%
12/2/13,Monday,THANKSGIVING,5,0,,72.33,60.64,66.49,94%,98%,98%,98%,98%,100%,100%,94%,92%,100%,100%,100%,100%,100%,100%,100%,100%
12/3/13,Tuesday,THANKSGIVING,6,0,,77.02,55.64,66.33,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/4/13,Wednesday,WINTER,7,0,,80.82,62.22,71.52,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/5/13,Thursday,WINTER,8,0,,82.24,62.47,72.35,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/6/13,Friday,WINTER,9,0,,83.79,64.73,74.26,95%,99%,99%,99%,98%,94%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/7/13,Saturday,WINTER,10,0,,82.34,64.53,73.44,95%,99%,99%,99%,98%,94%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/8/13,Sunday,WINTER,11,0,,83.68,62.64,73.16,93%,98%,99%,99%,94%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
12/9/13,Monday,WINTER,12,0,,83.36,64.99,74.18,93%,98%,99%,99%,94%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
12/10/13,Tuesday,WINTER,13,0,,83.36,61.76,72.56,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/11/13,Wednesday,WINTER,14,0,,81.35,60.63,70.99,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/12/13,Thursday,WINTER,13,0,,70.13,54.77,62.45,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/13/13,Friday,WINTER,12,0,,73.33,50.43,61.88,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
12/14/13,Saturday,WINTER,11,0,,81.81,59.81,70.81,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
12/15/13,Sunday,WINTER,10,0,,72.76,60.44,66.6,94%,99%,99%,99%,97%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/16/13,Monday,WINTER,9,0,,65.42,48.15,56.79,94%,99%,99%,99%,97%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/17/13,Tuesday,WINTER,8,0,,71.72,48.07,59.9,94%,99%,99%,99%,97%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/18/13,Wednesday,CHRISTMAS,7,0,,70.03,46.86,58.45,94%,99%,99%,99%,97%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
12/19/13,Thursday,CHRISTMAS,6,0,,74.92,46.41,60.67,92%,98%,97%,97%,96%,100%,100%,94%,92%,96%,100%,100%,100%,100%,100%,100%,100%
12/20/13,Friday,CHRISTMAS,5,0,,81.78,53.37,67.58,83%,88%,90%,88%,96%,84%,92%,87%,86%,92%,99%,100%,100%,100%,100%,100%,92%
12/21/13,Saturday,CHRISTMAS,4,0,,84.27,62.84,73.56,83%,88%,90%,88%,96%,84%,92%,87%,86%,92%,99%,100%,100%,100%,100%,100%,92%
12/22/13,Sunday,CHRISTMAS,3,5,,84.27,65.51,74.89,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/23/13,Monday,CHRISTMAS,2,5,,84.37,64.16,74.27,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/24/13,Tuesday,CHRISTMAS,0,0,Christmas Eve,71.97,53.31,62.64,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/25/13,Wednesday,CHRISTMAS,0,5,Christmas Day,73.99,49,61.5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/26/13,Thursday,CHRISTMAS,2,5,,76.89,56.67,66.78,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/27/13,Friday,CHRISTMAS PEAK,3,5,,71.39,59.7,65.55,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/28/13,Saturday,CHRISTMAS PEAK,4,5,,76.44,65.04,70.74,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/29/13,Sunday,CHRISTMAS PEAK,3,5,,78.44,66.19,72.32,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/30/13,Monday,CHRISTMAS PEAK,2,5,,68.33,58.51,63.42,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/31/13,Tuesday,CHRISTMAS PEAK,0,0,New Year's Eve,68.82,57.98,63.4,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1/1/14,Wednesday,CHRISTMAS PEAK,0,5,New Year's Day,64.52,58.87,61.69,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1/2/14,Thursday,CHRISTMAS,2,5,,80.81,62.99,71.9,27%,30%,12%,23%,43%,46%,9%,0%,0%,0%,46%,100%,100%,64%,100%,0%,19%
1/3/14,Friday,CHRISTMAS,3,0,,59.33,44.14,51.74,27%,31%,12%,23%,43%,46%,9%,0%,0%,0%,46%,100%,100%,100%,100%,0%,19%
1/4/14,Saturday,CHRISTMAS,4,0,,68.86,45.83,57.35,27%,31%,12%,23%,43%,46%,9%,0%,0%,0%,46%,100%,100%,100%,100%,0%,19%
1/5/14,Sunday,CHRISTMAS,5,0,,80.5,58.4,69.45,73%,80%,77%,78%,66%,100%,72%,65%,72%,61%,93%,100%,100%,86%,100%,100%,93%
1/6/14,Monday,CHRISTMAS,6,0,,76.96,44.37,60.66,73%,80%,77%,78%,66%,100%,72%,65%,72%,61%,93%,100%,100%,86%,100%,100%,93%
1/7/14,Tuesday,CHRISTMAS,7,0,,46.61,34.01,40.31,89%,94%,98%,96%,70%,100%,100%,99%,98%,95%,93%,100%,100%,100%,100%,100%,93%
1/8/14,Wednesday,CHRISTMAS,8,0,,65.83,37.53,51.68,90%,95%,99%,97%,70%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,93%
1/9/14,Thursday,CHRISTMAS,9,0,,69.62,57.41,63.52,90%,95%,99%,97%,70%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,93%
1/10/14,Friday,WINTER,10,0,,78.46,67.06,72.76,90%,95%,99%,97%,70%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,93%
1/11/14,Saturday,WINTER,10,0,,83.92,67.87,75.9,90%,95%,99%,97%,70%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,93%
1/12/14,Sunday,WINTER,9,0,,67.72,52.01,59.86,95%,98%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/13/14,Monday,WINTER,8,0,,78.14,48.54,63.34,95%,98%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/14/14,Tuesday,WINTER,7,0,,74.44,59.38,66.91,95%,98%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/15/14,Wednesday,WINTER,6,0,,64.24,51.81,58.03,94%,98%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/16/14,Thursday,MARTIN LUTHER KING JUNIOR DAY,5,0,,54.59,41.69,48.14,94%,98%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/17/14,Friday,MARTIN LUTHER KING JUNIOR DAY,4,0,,63.69,35.44,49.57,89%,90%,68%,83%,84%,70%,66%,81%,77%,100%,98%,100%,100%,100%,100%,100%,100%
1/18/14,Saturday,MARTIN LUTHER KING JUNIOR DAY,3,2,,55.13,41.15,48.14,89%,90%,68%,83%,84%,70%,66%,81%,77%,100%,98%,100%,100%,100%,100%,100%,100%
1/19/14,Sunday,MARTIN LUTHER KING JUNIOR DAY,2,2,,67.66,35.09,51.38,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1/20/14,Monday,MARTIN LUTHER KING JUNIOR DAY,0,0,"Birthday of Martin Luther King, Jr.",71.28,40.24,55.76,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1/21/14,Tuesday,MARTIN LUTHER KING JUNIOR DAY,2,2,,72.39,53.1,62.75,89%,89%,86%,87%,89%,67%,68%,91%,87%,97%,100%,100%,100%,100%,100%,100%,92%
1/22/14,Wednesday,MARTIN LUTHER KING JUNIOR DAY,3,2,,55.29,40.66,47.97,94%,96%,98%,97%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/23/14,Thursday,MARTIN LUTHER KING JUNIOR DAY,4,2,,61.63,38.24,49.94,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
1/24/14,Friday,MARTIN LUTHER KING JUNIOR DAY,5,0,,57.12,44.2,50.66,94%,95%,98%,96%,89%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,96%
1/25/14,Saturday,WINTER,6,0,,70.72,44.67,57.7,94%,95%,98%,96%,89%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,96%
1/26/14,Sunday,WINTER,7,0,,67.36,50.06,58.71,91%,95%,98%,97%,84%,90%,100%,99%,98%,100%,93%,100%,100%,100%,100%,62%,93%
1/27/14,Monday,WINTER,7,0,,79.78,60.63,70.21,91%,95%,98%,97%,84%,90%,100%,99%,98%,100%,93%,100%,100%,100%,100%,62%,93%
1/28/14,Tuesday,WINTER,6,0,,80.49,54.92,67.71,94%,97%,99%,98%,84%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,93%
1/29/14,Wednesday,WINTER,5,0,,65.69,45.94,55.82,94%,97%,99%,98%,89%,100%,100%,99%,98%,100%,100%,97%,97%,100%,0%,100%,93%
1/30/14,Thursday,WINTER,4,0,,52.07,43.73,47.9,94%,96%,99%,97%,89%,86%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,93%
1/31/14,Friday,WINTER,3,2,,64.2,49.43,56.82,90%,94%,98%,96%,81%,83%,100%,99%,98%,100%,93%,100%,100%,100%,100%,60%,93%
2/1/14,Saturday,WINTER,2,2,,78.09,58.39,68.24,90%,94%,98%,96%,81%,83%,100%,99%,98%,100%,93%,100%,100%,100%,100%,60%,93%
2/2/14,Sunday,WINTER,0,0,Super Bowl Sunday,83.59,64.57,74.08,95%,98%,99%,98%,89%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
2/3/14,Monday,WINTER,2,2,,84.72,62.47,73.6,95%,98%,99%,98%,89%,100%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
2/4/14,Tuesday,WINTER,3,0,,84.99,64.73,74.86,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
2/5/14,Wednesday,WINTER,4,0,,84.56,68.27,76.41,95%,97%,99%,98%,89%,100%,100%,99%,98%,100%,100%,100%,86%,100%,100%,100%,100%
2/6/14,Thursday,WINTER,5,0,,71.97,51.06,61.52,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
2/7/14,Friday,WINTER,6,0,,59.11,50.53,54.82,93%,96%,91%,94%,89%,100%,76%,91%,87%,96%,100%,100%,100%,100%,100%,100%,100%
2/8/14,Saturday,WINTER,7,0,,59.78,54.84,57.31,93%,96%,91%,94%,89%,100%,76%,91%,87%,96%,100%,100%,100%,100%,100%,100%,100%
2/9/14,Sunday,WINTER,6,0,,73.02,52.23,62.63,84%,95%,99%,97%,67%,97%,100%,99%,98%,100%,91%,100%,100%,100%,100%,100%,100%
2/10/14,Monday,WINTER,5,0,,74.5,50.48,62.49,84%,95%,99%,97%,67%,97%,100%,99%,98%,100%,91%,100%,100%,100%,100%,100%,100%
2/11/14,Tuesday,WINTER,4,0,,80.31,52.61,66.46,95%,98%,99%,98%,89%,97%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
2/12/14,Wednesday,WINTER,3,0,,79.74,59.72,69.73,94%,95%,98%,96%,99%,89%,100%,99%,98%,100%,62%,97%,97%,100%,0%,100%,100%
2/13/14,Thursday,PRESIDENTS WEEK,2,0,,63.83,46.35,55.09,94%,98%,99%,98%,99%,97%,100%,97%,98%,100%,100%,100%,100%,100%,100%,100%,100%
2/14/14,Friday,PRESIDENTS WEEK,0,0,Valentine's Day,64.74,40.19,52.47,83%,88%,95%,91%,81%,74%,100%,89%,98%,96%,98%,100%,100%,86%,100%,100%,100%
2/15/14,Saturday,PRESIDENTS WEEK,2,4,,70.72,48.71,59.72,83%,88%,95%,91%,81%,74%,100%,89%,98%,96%,98%,100%,100%,86%,100%,100%,100%
2/16/14,Sunday,PRESIDENTS WEEK,2,4,,71.39,43.65,57.52,15%,19%,21%,20%,0%,16%,30%,12%,14%,42%,84%,0%,0%,0%,0%,0%,14%
2/17/14,Monday,PRESIDENTS WEEK,0,0,Presidents Day,75.8,45.53,60.67,15%,19%,21%,20%,0%,16%,30%,12%,14%,42%,84%,0%,0%,0%,0%,0%,14%
2/18/14,Tuesday,PRESIDENTS WEEK,2,4,,81,50.07,65.54,85%,80%,90%,83%,99%,91%,100%,90%,85%,100%,100%,3%,17%,0%,100%,100%,89%
2/19/14,Wednesday,PRESIDENTS WEEK,3,4,,81.45,55.44,68.45,91%,85%,95%,89%,99%,91%,100%,99%,98%,100%,100%,3%,17%,14%,100%,100%,100%
2/20/14,Thursday,PRESIDENTS WEEK,4,4,,84.33,56.32,70.33,91%,84%,95%,89%,99%,91%,100%,99%,98%,100%,100%,3%,17%,14%,100%,100%,94%
2/21/14,Friday,PRESIDENTS WEEK,5,4,,81.16,65.69,73.43,90%,84%,87%,86%,99%,91%,94%,97%,95%,96%,100%,3%,17%,14%,100%,100%,94%
2/22/14,Saturday,PRESIDENTS WEEK,6,4,,75.63,64.74,70.19,90%,84%,87%,86%,99%,91%,94%,97%,95%,96%,100%,3%,17%,14%,100%,100%,94%
2/23/14,Sunday,PRESIDENTS WEEK,7,0,,84.46,63.65,74.05,95%,95%,98%,96%,99%,100%,100%,99%,98%,96%,62%,100%,100%,100%,100%,100%,100%
2/24/14,Monday,WINTER,8,0,,77.05,63.37,70.21,95%,95%,98%,96%,99%,100%,100%,99%,98%,96%,62%,100%,100%,100%,100%,100%,100%
2/25/14,Tuesday,WINTER,8,0,,79.94,61.59,70.77,95%,96%,98%,97%,99%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
2/26/14,Wednesday,WINTER,7,0,,74.81,57.86,66.34,95%,96%,98%,97%,99%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
2/27/14,Thursday,WINTER,6,0,,63.87,54,58.94,95%,96%,98%,96%,99%,100%,100%,99%,98%,100%,57%,100%,100%,100%,100%,100%,100%
2/28/14,Friday,WINTER,5,0,,70.03,48.81,59.42,93%,93%,97%,94%,99%,84%,100%,99%,98%,94%,57%,100%,100%,100%,100%,100%,100%
3/1/14,Saturday,SPRING,4,0,,74.61,51.11,62.86,93%,93%,97%,94%,99%,84%,100%,99%,98%,94%,57%,100%,100%,100%,100%,100%,100%
3/2/14,Sunday,MARDI GRAS,3,0,,79.5,56.07,67.79,93%,97%,91%,94%,99%,100%,76%,88%,87%,96%,100%,100%,100%,100%,100%,100%,100%
3/3/14,Monday,MARDI GRAS,2,0,,82.24,56.58,69.41,93%,97%,91%,94%,99%,100%,76%,88%,87%,96%,100%,100%,100%,100%,100%,100%,100%
3/4/14,Tuesday,MARDI GRAS,0,0,Mardi Gras,79.32,59.71,69.52,93%,99%,99%,99%,99%,100%,100%,96%,98%,96%,100%,100%,100%,100%,100%,100%,100%
3/5/14,Wednesday,MARDI GRAS,0,1,Ash Wednesday,75.34,58.73,67.04,93%,99%,99%,99%,99%,100%,100%,96%,98%,96%,100%,100%,100%,100%,100%,100%,100%
3/6/14,Thursday,SPRING,2,0,,68.73,59.87,64.3,94%,99%,99%,99%,99%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
3/7/14,Friday,SPRING,3,0,,63.3,48,55.65,93%,99%,99%,99%,99%,100%,100%,99%,98%,100%,97%,100%,100%,82%,100%,100%,100%
3/8/14,Saturday,SPRING,4,0,,72.59,47.67,60.13,93%,99%,99%,99%,99%,100%,100%,99%,98%,100%,97%,100%,100%,82%,100%,100%,100%
3/9/14,Sunday,SPRING,5,0,,78.28,53.23,65.76,81%,85%,88%,86%,99%,100%,76%,91%,87%,22%,97%,100%,100%,100%,100%,100%,92%
3/10/14,Monday,SPRING,6,0,,79.27,56.86,68.07,81%,85%,88%,86%,99%,100%,76%,91%,87%,22%,97%,100%,100%,100%,100%,100%,92%
3/11/14,Tuesday,SPRING,7,0,,81.69,53.69,67.69,82%,86%,88%,86%,99%,100%,76%,91%,87%,22%,97%,100%,100%,100%,100%,100%,100%
3/12/14,Wednesday,SPRING,6,0,,78.52,66,72.26,82%,86%,88%,86%,99%,100%,76%,91%,87%,22%,97%,100%,100%,100%,100%,100%,100%
3/13/14,Thursday,SPRING,5,0,,67.09,50.91,59,82%,86%,88%,86%,99%,100%,76%,91%,87%,22%,97%,100%,100%,100%,100%,100%,100%
3/14/14,Friday,SPRING,4,0,,72.8,47.58,60.19,74%,79%,79%,78%,99%,100%,68%,71%,75%,22%,89%,100%,100%,100%,100%,100%,100%
3/15/14,Saturday,SPRING,3,0,,78.26,52.48,65.37,74%,79%,79%,78%,99%,100%,68%,71%,75%,22%,89%,100%,100%,100%,100%,100%,100%
3/16/14,Sunday,SPRING,0,0,Purim,83.37,59.7,71.54,85%,90%,85%,86%,98%,100%,92%,73%,68%,89%,97%,100%,100%,64%,100%,100%,86%
3/17/14,Monday,SPRING,0,0,St. Patrick's Day,75.87,68.94,72.41,85%,90%,85%,86%,98%,100%,92%,73%,68%,89%,97%,100%,100%,64%,100%,100%,86%
3/18/14,Tuesday,SPRING,2,1,,73.94,60.53,67.24,86%,90%,86%,87%,98%,94%,92%,77%,68%,89%,97%,100%,100%,100%,100%,100%,86%
3/19/14,Wednesday,SPRING,3,0,,77.62,56.55,67.09,86%,90%,86%,87%,98%,94%,92%,77%,68%,89%,97%,100%,100%,100%,100%,100%,86%
3/20/14,Thursday,SPRING,4,0,,80.27,60,70.13,85%,90%,84%,86%,98%,100%,87%,76%,66%,89%,97%,100%,100%,100%,100%,100%,86%
3/21/14,Friday,SPRING,5,0,,81.01,63.37,72.19,78%,86%,57%,75%,98%,100%,65%,63%,48%,89%,89%,100%,100%,100%,100%,100%,86%
3/22/14,Saturday,SPRING,6,0,,83.78,65.96,74.87,78%,86%,57%,75%,98%,100%,65%,63%,48%,89%,89%,100%,100%,100%,100%,100%,86%
3/23/14,Sunday,SPRING,7,0,,81.72,65.38,73.55,82%,87%,47%,72%,98%,100%,40%,53%,37%,96%,95%,100%,100%,100%,100%,40%,100%
3/24/14,Monday,SPRING,8,0,,73.96,64.67,69.32,82%,87%,47%,72%,98%,100%,40%,53%,37%,96%,95%,100%,100%,100%,100%,40%,100%
3/25/14,Tuesday,SPRING,9,0,,74.08,60.51,67.3,83%,88%,50%,74%,98%,100%,40%,60%,47%,96%,95%,100%,100%,100%,100%,40%,100%
3/26/14,Wednesday,SPRING,10,0,,62.63,45.24,53.94,84%,88%,50%,75%,99%,100%,40%,60%,47%,96%,95%,100%,100%,100%,100%,40%,100%
3/27/14,Thursday,SPRING,11,0,,67.19,48.73,57.96,84%,88%,50%,75%,99%,100%,40%,60%,47%,96%,95%,100%,100%,100%,100%,40%,100%
3/28/14,Friday,SPRING,12,0,,80.89,61.34,71.12,78%,77%,43%,65%,99%,60%,32%,60%,47%,96%,58%,100%,100%,100%,100%,40%,84%
3/29/14,Saturday,SPRING,13,0,,77.74,66.43,72.09,78%,77%,43%,65%,99%,60%,32%,60%,47%,96%,58%,100%,100%,100%,100%,40%,84%
3/30/14,Sunday,SPRING,14,0,,74.59,56.92,65.76,78%,85%,85%,85%,85%,80%,85%,93%,95%,100%,60%,100%,100%,100%,100%,100%,83%
3/31/14,Monday,SPRING,0,0,Cesar Chavez Day,75.36,51.9,63.63,78%,85%,85%,85%,85%,80%,85%,93%,95%,100%,60%,100%,100%,100%,100%,100%,83%
4/1/14,Tuesday,SPRING,16,0,,81.74,50.46,66.1,83%,89%,94%,91%,85%,94%,91%,94%,98%,100%,60%,100%,100%,100%,100%,100%,84%
4/2/14,Wednesday,SPRING,17,0,,83.93,56.58,70.26,85%,89%,96%,92%,85%,94%,100%,94%,98%,100%,60%,100%,100%,100%,100%,100%,92%
4/3/14,Thursday,SPRING,16,0,,84.56,59.31,71.94,86%,90%,97%,93%,85%,94%,100%,96%,100%,100%,60%,100%,100%,100%,100%,100%,92%
4/4/14,Friday,SPRING,15,0,,83.82,63.4,73.61,83%,87%,94%,90%,85%,88%,100%,92%,94%,96%,60%,100%,100%,100%,100%,100%,92%
4/5/14,Saturday,SPRING,14,0,,83.24,63.64,73.44,83%,87%,94%,90%,85%,88%,100%,92%,94%,96%,60%,100%,100%,100%,100%,100%,92%
4/6/14,Sunday,SPRING,13,0,,86.09,67.57,76.83,86%,88%,95%,90%,86%,86%,100%,85%,98%,96%,62%,100%,100%,100%,100%,100%,79%
4/7/14,Monday,SPRING,12,0,,89.91,69.42,79.66,86%,88%,95%,90%,86%,86%,100%,85%,98%,96%,62%,100%,100%,100%,100%,100%,79%
4/8/14,Tuesday,SPRING,11,0,,78.39,64.51,71.45,89%,93%,97%,94%,86%,100%,100%,85%,98%,100%,100%,100%,100%,100%,100%,100%,79%
4/9/14,Wednesday,SPRING,10,0,,73.63,57.15,65.39,88%,93%,97%,94%,85%,100%,100%,85%,98%,100%,100%,100%,100%,100%,100%,100%,79%
4/10/14,Thursday,SPRING,9,0,,76.95,56.08,66.52,88%,93%,97%,94%,85%,100%,100%,85%,98%,100%,100%,100%,100%,100%,100%,100%,79%
4/11/14,Friday,EASTER,8,0,,78.51,58.84,68.68,87%,93%,97%,94%,85%,100%,100%,85%,98%,100%,100%,100%,100%,100%,100%,62%,79%
4/12/14,Saturday,EASTER,7,0,,81.89,63.53,72.71,87%,93%,97%,94%,85%,100%,100%,85%,98%,100%,100%,100%,100%,100%,100%,62%,79%
4/13/14,Sunday,EASTER,6,0,,82.33,65.71,74.02,72%,58%,86%,69%,66%,12%,100%,89%,98%,96%,48%,0%,0%,86%,0%,60%,43%
4/14/14,Monday,EASTER,5,0,,87.59,67.84,77.72,72%,58%,86%,69%,66%,12%,100%,89%,98%,96%,48%,0%,0%,86%,0%,60%,43%
4/15/14,Tuesday,EASTER,0,0,Passover,87.07,66.9,76.99,72%,58%,86%,69%,66%,12%,100%,89%,98%,96%,48%,0%,0%,86%,0%,60%,43%
4/16/14,Wednesday,EASTER,3,0,,74.41,52.49,63.45,71%,58%,86%,69%,66%,12%,100%,89%,98%,92%,48%,0%,0%,86%,0%,60%,43%
4/17/14,Thursday,EASTER,2,0,,75.13,62.63,68.88,70%,57%,85%,69%,66%,12%,100%,89%,98%,89%,48%,0%,0%,86%,0%,60%,39%
