DATE,DAYOFWEEK,SEASON,HOLIDAYPROX,HOLIDAYMETRIC,HOLIDAYNAME,MAXTEMP,MINTEMP,MEANTEMP,INSESSION,INWEIGHTED,INMAREKETS,INDRIVEWT,INCALIFORNIA,INWASHINGTONDC,INCENTRALFL,INDRIVE,INFLORIDA,INMARDIGRAS,INMIDWEST,INNYNJ,INNYNJPA,INNEWENGLAND,INJERSEY,INNORTHWEST,INSOUTHWEST
8/27/16,Saturday,SEPTEMBER LOW,10,0,,90.45,77.14,83.8,77%,66%,89%,75%,72%,32%,100%,98%,100%,96%,57%,3%,3%,31%,100%,22%,62%
8/28/16,Sunday,SEPTEMBER LOW,9,0,,91.39,78.59,84.99,85%,78%,93%,84%,81%,68%,100%,98%,100%,96%,59%,3%,3%,31%,100%,60%,93%
8/29/16,Monday,SEPTEMBER LOW,8,0,,85.85,75.39,80.62,85%,78%,93%,84%,81%,68%,100%,98%,100%,96%,59%,3%,3%,31%,100%,60%,93%
8/30/16,Tuesday,SEPTEMBER LOW,7,0,,86.6,74.35,80.48,85%,75%,89%,79%,81%,68%,100%,84%,81%,96%,59%,3%,3%,31%,100%,60%,93%
8/31/16,Wednesday,SEPTEMBER LOW,6,0,,84.05,73.85,78.95,87%,78%,93%,84%,82%,68%,100%,98%,100%,96%,59%,3%,3%,35%,100%,60%,93%
9/1/16,Thursday,SEPTEMBER LOW,5,0,,85.89,73.54,79.72,89%,80%,93%,85%,90%,68%,100%,98%,100%,96%,64%,3%,3%,52%,100%,60%,93%
9/2/16,Friday,SEPTEMBER LOW,4,0,,84.83,75.3,80.07,88%,78%,93%,84%,80%,68%,100%,98%,100%,96%,64%,3%,3%,52%,100%,60%,93%
9/3/16,Saturday,SEPTEMBER LOW,3,0,,86.22,74.98,80.6,88%,78%,93%,84%,80%,68%,100%,98%,100%,96%,64%,3%,3%,52%,100%,60%,93%
9/4/16,Sunday,SEPTEMBER LOW,2,1,,90.87,75.09,82.98,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/5/16,Monday,SEPTEMBER LOW,0,0,Labor Day,84.77,74.72,79.75,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/6/16,Tuesday,SEPTEMBER LOW,2,1,,88.36,72.55,80.46,93%,87%,96%,91%,90%,100%,100%,100%,100%,100%,97%,3%,3%,68%,100%,60%,100%
9/7/16,Wednesday,SEPTEMBER LOW,3,0,,88.89,73.92,81.41,96%,90%,97%,93%,90%,100%,100%,100%,100%,100%,100%,3%,17%,68%,100%,100%,100%
9/8/16,Thursday,SEPTEMBER LOW,4,0,,89.42,73.45,81.44,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/9/16,Friday,SEPTEMBER LOW,5,0,,90.39,75.12,82.76,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/10/16,Saturday,SEPTEMBER LOW,6,0,,91.18,76.36,83.77,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/11/16,Sunday,SEPTEMBER LOW,7,0,,90.26,75.34,82.8,94%,89%,96%,92%,89%,86%,100%,100%,100%,100%,100%,3%,17%,100%,100%,100%,100%
9/12/16,Monday,SEPTEMBER LOW,8,0,,90.44,76.51,83.48,94%,89%,96%,92%,89%,86%,100%,100%,100%,100%,100%,3%,17%,100%,100%,100%,100%
9/13/16,Tuesday,SEPTEMBER LOW,9,0,,84.34,76.48,80.41,96%,99%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/14/16,Wednesday,SEPTEMBER LOW,10,0,,89.33,75.44,82.39,96%,99%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/15/16,Thursday,SEPTEMBER LOW,11,0,,90.97,75.42,83.2,93%,98%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/16/16,Friday,SEPTEMBER LOW,12,0,,89.99,75.88,82.94,92%,97%,99%,98%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/17/16,Saturday,SEPTEMBER LOW,13,0,,91.14,76.54,83.84,92%,97%,99%,98%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/18/16,Sunday,SEPTEMBER LOW,14,0,,91.69,76.44,84.07,92%,97%,90%,94%,90%,99%,76%,92%,89%,100%,100%,100%,100%,100%,100%,100%,98%
9/19/16,Monday,SEPTEMBER LOW,15,0,,90.44,74.19,82.32,92%,97%,90%,94%,90%,99%,76%,92%,89%,100%,100%,100%,100%,100%,100%,100%,98%
9/20/16,Tuesday,FALL,16,0,,87.76,73.2,80.48,93%,98%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/21/16,Wednesday,FALL,17,0,,90.35,75.54,82.95,92%,97%,99%,98%,84%,99%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/22/16,Thursday,FALL,18,0,,92.04,75.4,83.72,93%,98%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/23/16,Friday,FALL,18,0,,91.22,74.81,83.02,86%,95%,99%,97%,90%,93%,100%,100%,100%,91%,95%,100%,100%,100%,100%,100%,96%
9/24/16,Saturday,FALL,17,0,,91.21,75.07,83.14,86%,95%,99%,97%,90%,93%,100%,100%,100%,91%,95%,100%,100%,100%,100%,100%,96%
9/25/16,Sunday,FALL,16,0,,91.27,75.42,83.35,88%,98%,99%,98%,96%,96%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/26/16,Monday,FALL,15,0,,86.61,74.13,80.37,88%,98%,99%,98%,96%,96%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/27/16,Tuesday,FALL,14,0,,88.95,70.33,79.64,92%,99%,99%,99%,99%,99%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/28/16,Wednesday,FALL,13,0,,89.14,71.29,80.22,92%,98%,99%,98%,90%,99%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/29/16,Thursday,FALL,12,0,,86.26,72.74,79.5,92%,98%,99%,98%,90%,99%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,98%
9/30/16,Friday,FALL,11,0,,90,72.74,81.37,91%,93%,97%,95%,90%,91%,100%,96%,100%,100%,63%,100%,100%,100%,100%,100%,98%
10/1/16,Saturday,FALL,10,0,,89.56,71.98,80.77,91%,93%,97%,95%,90%,91%,100%,96%,100%,100%,63%,100%,100%,100%,100%,100%,98%
10/2/16,Sunday,FALL,9,0,,87.34,72.88,80.11,83%,72%,82%,73%,75%,79%,100%,66%,52%,100%,60%,3%,3%,72%,100%,100%,92%
10/3/16,Monday,FALL,0,0,Rosh Hashanah,86.28,74.81,80.55,83%,72%,82%,73%,75%,79%,100%,66%,52%,100%,60%,3%,3%,72%,100%,100%,92%
10/4/16,Tuesday,FALL,7,0,,85.57,75.53,80.55,88%,84%,95%,88%,90%,100%,100%,100%,100%,100%,60%,3%,3%,84%,100%,100%,92%
10/5/16,Wednesday,FALL,6,0,,89.71,73.65,81.68,90%,97%,99%,98%,90%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,100%,92%
10/6/16,Thursday,FALL,5,0,,84.08,73.88,78.98,87%,94%,98%,96%,90%,100%,100%,96%,100%,100%,97%,100%,100%,100%,100%,78%,74%
10/7/16,Friday,FALL,4,2,,78.15,75.39,76.77,80%,89%,96%,92%,86%,87%,100%,92%,100%,86%,97%,100%,100%,100%,100%,78%,68%
10/8/16,Saturday,COLUMBUS DAY,3,2,,88.14,73.85,81,80%,89%,96%,92%,86%,87%,100%,92%,100%,86%,97%,100%,100%,100%,100%,78%,68%
10/9/16,Sunday,COLUMBUS DAY,2,2,,85.11,71.99,78.55,68%,60%,79%,67%,77%,68%,77%,73%,89%,51%,61%,3%,17%,32%,100%,100%,73%
10/10/16,Monday,COLUMBUS DAY,0,0,Columbus Day,80.09,66.62,73.36,68%,60%,79%,67%,77%,68%,77%,73%,89%,51%,61%,3%,17%,32%,100%,100%,73%
10/11/16,Tuesday,COLUMBUS DAY,2,2,,80.24,69.22,74.73,88%,93%,98%,95%,90%,100%,100%,95%,100%,98%,97%,100%,100%,100%,100%,100%,80%
10/12/16,Wednesday,FALL,0,0,Yom Kippur,82.07,70.67,76.37,81%,72%,80%,72%,75%,71%,89%,66%,52%,96%,97%,3%,3%,68%,100%,100%,80%
10/13/16,Thursday,FALL,4,0,,84.65,70.31,77.48,89%,93%,94%,94%,90%,100%,93%,95%,97%,100%,97%,100%,100%,100%,100%,100%,80%
10/14/16,Friday,FALL,5,0,,83.3,71.29,77.3,80%,86%,62%,81%,90%,99%,66%,86%,84%,86%,85%,100%,100%,72%,100%,22%,80%
10/15/16,Saturday,FALL,6,0,,86.18,72.76,79.47,80%,86%,62%,81%,90%,99%,66%,86%,84%,86%,85%,100%,100%,72%,100%,22%,80%
10/16/16,Sunday,FALL,7,0,,83.71,73.2,78.46,87%,93%,84%,90%,90%,97%,84%,89%,84%,92%,94%,100%,100%,100%,100%,100%,100%
10/17/16,Monday,FALL,0,0,Sukkot,84.65,71.31,77.98,87%,93%,84%,90%,90%,97%,84%,89%,84%,92%,94%,100%,100%,100%,100%,100%,100%
10/18/16,Tuesday,FALL,9,0,,85.59,69.81,77.7,93%,98%,100%,99%,90%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%
10/19/16,Wednesday,FALL,10,0,,84.18,68.73,76.46,93%,98%,100%,99%,90%,100%,100%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%
10/20/16,Thursday,FALL,0,0,Utah Education Association Convention,84.46,66.35,75.41,86%,94%,96%,95%,84%,88%,92%,100%,100%,97%,95%,100%,100%,99%,100%,100%,85%
10/21/16,Friday,FALL,0,0,Utah Education Association Convention,85.17,68.39,76.78,83%,92%,92%,92%,80%,88%,87%,94%,92%,93%,95%,100%,100%,96%,100%,100%,85%
10/22/16,Saturday,FALL,10,0,,74.78,57.36,66.07,83%,92%,92%,92%,80%,88%,87%,94%,92%,93%,95%,100%,100%,96%,100%,100%,85%
10/23/16,Sunday,FALL,9,0,,77.48,54.62,66.05,93%,97%,99%,98%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%
10/24/16,Monday,FALL,0,0,Shemini Atzeret,78.36,59.42,68.89,93%,97%,99%,98%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%
10/25/16,Tuesday,FALL,7,0,,80.94,59.61,70.28,94%,98%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
10/26/16,Wednesday,FALL,6,0,,83.98,65.4,74.69,90%,97%,99%,98%,88%,100%,100%,100%,100%,100%,95%,100%,100%,88%,100%,100%,95%
10/27/16,Thursday,FALL,5,0,,82.34,67.88,75.11,93%,97%,99%,98%,90%,100%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,95%
10/28/16,Friday,HALLOWEEN,0,0,Nevada Day,82.47,68.9,75.69,86%,88%,71%,85%,90%,95%,79%,83%,76%,100%,95%,100%,100%,72%,100%,100%,56%
10/29/16,Saturday,HALLOWEEN,3,0,,83.13,69.55,76.34,86%,88%,71%,85%,90%,95%,79%,83%,76%,100%,95%,100%,100%,72%,100%,100%,56%
10/30/16,Sunday,HALLOWEEN,2,0,,84.72,68.46,76.59,93%,95%,96%,95%,86%,87%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%
10/31/16,Monday,HALLOWEEN,0,0,Halloween,83.89,64.58,74.24,93%,95%,96%,95%,86%,87%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%
11/1/16,Tuesday,HALLOWEEN,2,1,,84.37,62.67,73.52,96%,98%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
11/2/16,Wednesday,HALLOWEEN,3,0,,83.79,68.42,76.11,97%,99%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
11/3/16,Thursday,FALL,4,0,,83.13,66.59,74.86,96%,98%,100%,99%,90%,100%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,95%
11/4/16,Friday,FALL,5,0,,83.78,63.79,73.79,92%,93%,98%,95%,90%,94%,100%,100%,100%,100%,62%,100%,100%,100%,100%,40%,93%
11/5/16,Saturday,JERSEY WEEK,6,0,,79.92,65.03,72.48,92%,93%,98%,95%,90%,94%,100%,100%,100%,100%,62%,100%,100%,100%,100%,40%,93%
11/6/16,Sunday,JERSEY WEEK,6,0,,78.58,63.42,71,92%,89%,96%,92%,90%,46%,100%,100%,100%,100%,63%,100%,100%,100%,100%,100%,100%
11/7/16,Monday,JERSEY WEEK,5,0,,79.46,65.06,72.26,92%,89%,96%,92%,90%,46%,100%,100%,100%,100%,63%,100%,100%,100%,100%,100%,100%
11/8/16,Tuesday,JERSEY WEEK,0,2,Election Day,80.11,62.87,71.49,68%,56%,78%,62%,84%,41%,100%,52%,67%,89%,55%,3%,17%,44%,100%,100%,44%
11/9/16,Wednesday,JERSEY WEEK,3,2,,77.02,62.58,69.8,96%,98%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,62%,100%
11/10/16,Thursday,JERSEY WEEK,0,2,New Jersey Education Association Convention,79.05,60.95,70,96%,98%,100%,99%,90%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,62%,100%
11/11/16,Friday,JERSEY WEEK,0,2,New Jersey Education Association Convention,77.37,55.01,66.19,45%,40%,48%,43%,5%,77%,48%,40%,19%,83%,57%,0%,0%,32%,0%,22%,20%
11/12/16,Saturday,JERSEY WEEK,2,2,,78.02,58.09,68.06,45%,40%,48%,43%,5%,77%,48%,40%,19%,83%,57%,0%,0%,32%,0%,22%,20%
11/13/16,Sunday,JERSEY WEEK,3,2,,80.59,58.48,69.54,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/14/16,Monday,JERSEY WEEK,4,0,,69.62,64.47,67.05,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/15/16,Tuesday,FALL,5,0,,71.43,58.3,64.87,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/16/16,Wednesday,FALL,6,0,,76.02,53.77,64.9,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/17/16,Thursday,FALL,7,0,,77.44,51.89,64.66,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/18/16,Friday,THANKSGIVING,7,0,,77.49,57.51,67.5,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/19/16,Saturday,THANKSGIVING,6,0,,78.26,57.27,67.77,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
11/20/16,Sunday,THANKSGIVING,5,0,,67.05,50.35,58.7,56%,62%,62%,63%,20%,93%,42%,54%,69%,12%,85%,97%,97%,96%,0%,78%,51%
11/21/16,Monday,THANKSGIVING,4,0,,68.9,43.37,56.14,56%,62%,62%,63%,20%,93%,42%,54%,69%,12%,85%,97%,97%,96%,0%,78%,51%
11/22/16,Tuesday,THANKSGIVING,3,5,,75.33,43.52,59.43,56%,62%,62%,63%,20%,93%,42%,54%,69%,12%,85%,97%,97%,96%,0%,78%,51%
11/23/16,Wednesday,THANKSGIVING,2,5,,78.37,55.41,66.89,15%,22%,8%,17%,1%,24%,0%,4%,6%,0%,0%,97%,97%,56%,0%,40%,11%
11/24/16,Thursday,THANKSGIVING,0,0,Thanksgiving,80.61,60.01,70.31,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11/25/16,Friday,THANKSGIVING,2,5,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11/26/16,Saturday,THANKSGIVING,3,5,,75.7,61.22,68.46,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11/27/16,Sunday,THANKSGIVING,4,5,,76.56,56.32,66.44,96%,98%,100%,99%,86%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
11/28/16,Monday,THANKSGIVING,5,0,,78.02,58.29,68.16,96%,98%,100%,99%,86%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
11/29/16,Tuesday,THANKSGIVING,6,0,,83.19,64.37,73.78,96%,98%,100%,99%,90%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
11/30/16,Wednesday,FALL,7,0,,83.68,65.88,74.78,96%,98%,100%,99%,90%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
12/1/16,Thursday,WINTER,8,0,,84.91,66.68,75.8,96%,98%,100%,99%,90%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
12/2/16,Friday,WINTER,9,0,,74.57,58.31,66.44,96%,98%,99%,98%,84%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
12/3/16,Saturday,WINTER,10,0,,76.89,56.26,66.58,96%,98%,99%,98%,84%,99%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%
12/4/16,Sunday,WINTER,11,0,,82,59.46,70.73,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/5/16,Monday,WINTER,12,0,,85.68,64.33,75.01,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/6/16,Tuesday,WINTER,13,0,,81.78,66.75,74.27,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/7/16,Wednesday,WINTER,14,0,,76.89,62.38,69.64,96%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%
12/8/16,Thursday,WINTER,15,0,,71.31,56.99,64.15,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/9/16,Friday,WINTER,16,0,,,,,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/10/16,Saturday,WINTER,15,0,,71.41,49.28,60.35,97%,99%,100%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/11/16,Sunday,WINTER,14,0,,75.04,55.55,65.3,96%,99%,100%,99%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/12/16,Monday,WINTER,13,0,,81.91,65.71,73.81,96%,99%,100%,99%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/13/16,Tuesday,WINTER,12,0,,82.14,62.42,72.28,96%,99%,100%,99%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/14/16,Wednesday,WINTER,11,0,,82.76,62.22,72.49,94%,98%,100%,99%,88%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/15/16,Thursday,WINTER,10,0,,74.24,58.69,66.47,94%,98%,100%,99%,88%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12/16/16,Friday,WINTER,9,0,,77.83,54.29,66.06,90%,97%,99%,98%,84%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%
12/17/16,Saturday,WINTER,8,0,,83.13,60.78,71.96,90%,97%,99%,98%,84%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%
12/18/16,Sunday,CHRISTMAS,7,0,,86.74,67.06,76.9,52%,62%,43%,58%,46%,57%,29%,64%,62%,43%,48%,100%,100%,100%,100%,22%,52%
12/19/16,Monday,CHRISTMAS,6,0,,84.33,71.31,77.82,52%,62%,43%,58%,46%,57%,29%,64%,62%,43%,48%,100%,100%,100%,100%,22%,52%
12/20/16,Tuesday,CHRISTMAS,5,0,,70.47,62.94,66.71,53%,62%,44%,59%,46%,57%,29%,67%,67%,43%,48%,100%,100%,100%,100%,22%,52%
12/21/16,Wednesday,CHRISTMAS,4,0,,65.05,55.26,60.16,46%,55%,41%,54%,17%,57%,24%,66%,65%,27%,47%,100%,100%,100%,100%,22%,45%
12/22/16,Thursday,CHRISTMAS,3,5,,77.44,52.32,64.88,28%,42%,26%,39%,17%,44%,0%,46%,57%,25%,42%,100%,100%,72%,100%,0%,29%
12/23/16,Friday,CHRISTMAS,2,5,,79.05,58.43,68.74,10%,25%,16%,24%,7%,24%,0%,30%,43%,3%,36%,97%,97%,24%,0%,0%,0%
12/24/16,Saturday,CHRISTMAS,0,0,Christmas Eve,81.16,61.53,71.35,10%,25%,16%,24%,7%,24%,0%,30%,43%,3%,36%,97%,97%,24%,0%,0%,0%
12/25/16,Sunday,CHRISTMAS,0,5,Christmas Day,81.17,64.7,72.94,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/26/16,Monday,CHRISTMAS,2,5,,80.14,65.65,72.9,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/27/16,Tuesday,CHRISTMAS PEAK,3,5,,81.68,63.01,72.35,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/28/16,Wednesday,CHRISTMAS PEAK,4,5,,82.06,63.35,72.71,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/29/16,Thursday,CHRISTMAS PEAK,3,5,,80.56,61.59,71.08,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/30/16,Friday,CHRISTMAS PEAK,2,5,,63.26,48.19,55.72,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
12/31/16,Saturday,CHRISTMAS PEAK,0,0,New Year's Eve,80.49,55.82,68.16,1%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1/1/17,Sunday,CHRISTMAS PEAK,0,5,New Year's Day,80.49,55.82,68.16,7%,8%,6%,8%,1%,45%,11%,7%,5%,7%,0%,0%,0%,0%,0%,0%,0%
1/2/17,Monday,CHRISTMAS,2,5,,83.51,61.51,72.51,7%,8%,6%,8%,1%,45%,11%,7%,5%,7%,0%,0%,0%,0%,0%,0%,0%
1/3/17,Tuesday,CHRISTMAS,3,0,,84.52,69.75,77.13,49%,53%,35%,48%,49%,97%,53%,26%,27%,45%,50%,97%,83%,40%,0%,78%,53%
1/4/17,Wednesday,CHRISTMAS,4,0,,77.17,59.76,68.47,67%,67%,72%,67%,57%,100%,84%,45%,41%,74%,57%,97%,97%,100%,0%,100%,69%
